Object Name,Time,PosX,PosY,PosZ,,,
ILI R,1589.514,-0.932664,0.743835,-2.08727
ILI R,1589.526,-0.932606,0.74387,-2.086976
ILI R,1589.533,-0.9326798,0.7439087,-2.086921
ILI R,1589.537,-0.9321323,0.7441471,-2.086801
ILI R,1589.543,-0.9321435,0.7441624,-2.086807
ILI R,1589.552,-0.9321449,0.7442028,-2.086746
ILI R,1589.56,-0.9322294,0.7442486,-2.086893
ILI R,1589.568,-0.9322061,0.7442865,-2.086821
ILI R,1589.577,-0.9321667,0.7442322,-2.086826
ILI R,1589.587,-0.9321508,0.7443335,-2.086913
ILI R,1589.594,-0.9320977,0.7444312,-2.086993
ILI R,1589.602,-0.9320672,0.7445036,-2.087094
ILI R,1589.611,-0.9323236,0.7445192,-2.086982
ILI R,1589.618,-0.9326624,0.7445499,-2.087173
ILI R,1589.627,-0.932651,0.7445896,-2.087148
ILI R,1589.635,-0.9324949,0.7446057,-2.086963
ILI R,1589.644,-0.9324386,0.744636,-2.086963
ILI R,1589.652,-0.9325049,0.7445737,-2.086808
ILI R,1589.66,-0.9325181,0.7445925,-2.086834
ILI R,1589.668,-0.9325449,0.744563,-2.08681
ILI R,1589.677,-0.9325391,0.7445638,-2.086791
ILI R,1589.685,-0.9325777,0.7445977,-2.086791
ILI R,1589.694,-0.932583,0.7446547,-2.086676
ILI R,1589.702,-0.9325545,0.7447516,-2.086547
ILI R,1589.71,-0.9325773,0.7448132,-2.086429
ILI R,1589.719,-0.9325473,0.7449219,-2.086191
ILI R,1589.726,-0.9325439,0.7449405,-2.086143
ILI R,1589.735,-0.9325467,0.7449996,-2.086071
ILI R,1589.743,-0.9325529,0.7450377,-2.086189
ILI R,1589.752,-0.9325489,0.7450473,-2.086222
ILI R,1589.76,-0.9325298,0.7449786,-2.086192
ILI R,1589.768,-0.9325167,0.7449534,-2.08615
ILI R,1589.776,-0.9324972,0.7449576,-2.086111
ILI R,1589.786,-0.9324868,0.7450354,-2.086072
ILI R,1589.793,-0.9325443,0.7451211,-2.086963
ILI R,1589.802,-0.9325181,0.7452136,-2.086997
ILI R,1589.811,-0.9325066,0.7453138,-2.087028
ILI R,1589.818,-0.9324636,0.7454399,-2.086834
ILI R,1589.827,-0.9324465,0.7455167,-2.086723
ILI R,1589.835,-0.9324079,0.7455374,-2.086657
ILI R,1589.843,-0.9324021,0.7455805,-2.086676
ILI R,1589.852,-0.9323668,0.7455865,-2.086801
ILI R,1589.86,-0.9323441,0.7455637,-2.086986
ILI R,1589.869,-0.9323137,0.7455909,-2.087132
ILI R,1589.878,-0.9322919,0.7456354,-2.087493
ILI R,1589.886,-0.9323045,0.7456864,-2.087704
ILI R,1589.895,-0.9323017,0.7457509,-2.087902
ILI R,1589.903,-0.9322702,0.7457809,-2.088034
ILI R,1589.912,-0.9322861,0.7458034,-2.087966
ILI R,1589.921,-0.9323053,0.7458457,-2.087902
ILI R,1589.929,-0.9322675,0.7458531,-2.087766
ILI R,1589.937,-0.9322461,0.7458435,-2.087811
ILI R,1589.945,-0.9322319,0.7458577,-2.087851
ILI R,1589.953,-0.9321313,0.7458833,-2.087662
ILI R,1589.962,-0.932067,0.7458044,-2.087589
ILI R,1589.97,-0.932017,0.7458651,-2.087594
ILI R,1589.979,-0.9319546,0.7459353,-2.087758
ILI R,1589.987,-0.9319218,0.7459449,-2.087851
ILI R,1589.995,-0.9319061,0.7460126,-2.087978
ILI R,1590.003,-0.9318753,0.7460349,-2.088034
ILI R,1590.013,-0.9318676,0.7460425,-2.088096
ILI R,1590.02,-0.9318386,0.7461353,-2.088148
ILI R,1590.028,-0.931816,0.7461801,-2.088197
ILI R,1590.037,-0.9317937,0.7461857,-2.088253
ILI R,1590.045,-0.9317479,0.7462335,-2.088514
ILI R,1590.054,-0.9316773,0.7462714,-2.088514
ILI R,1590.062,-0.9316387,0.746298,-2.08857
ILI R,1590.07,-0.9315982,0.7463675,-2.088629
ILI R,1590.079,-0.9315644,0.7464447,-2.088688
ILI R,1590.087,-0.9315326,0.7464995,-2.088749
ILI R,1590.096,-0.9315124,0.7465895,-2.088811
ILI R,1590.104,-0.9314838,0.7466611,-2.088876
ILI R,1590.112,-0.931562,0.7467012,-2.088733
ILI R,1590.121,-0.9315847,0.7468404,-2.089087
ILI R,1590.13,-0.9315962,0.7469384,-2.089257
ILI R,1590.137,-0.9315866,0.7470754,-2.08936
ILI R,1590.146,-0.9315735,0.7472014,-2.089463
ILI R,1590.154,-0.9315541,0.7473532,-2.089554
ILI R,1590.164,-0.9315327,0.7475078,-2.089656
ILI R,1590.17,-0.9315136,0.7476494,-2.089783
ILI R,1590.179,-0.9314994,0.7478387,-2.089856
ILI R,1590.188,-0.9314851,0.7479883,-2.089965
ILI R,1590.195,-0.9313309,0.7481673,-2.089692
ILI R,1590.204,-0.9312617,0.7482613,-2.089712
ILI R,1590.212,-0.9312314,0.7483012,-2.089904
ILI R,1590.22,-0.9312112,0.7484337,-2.090009
ILI R,1590.229,-0.9312003,0.7485363,-2.090116
ILI R,1590.237,-0.9311779,0.7485735,-2.090227
ILI R,1590.246,-0.9311581,0.7486206,-2.090327
ILI R,1590.257,-0.9311345,0.7486899,-2.090423
ILI R,1590.269,-0.9312919,0.7486609,-2.090138
ILI R,1590.276,-0.9312428,0.7487673,-2.090252
ILI R,1590.287,-0.9312383,0.7487363,-2.090299
ILI R,1590.296,-0.9312235,0.748806,-2.09042
ILI R,1590.304,-0.9312207,0.7488592,-2.090497
ILI R,1590.312,-0.9312245,0.7489039,-2.090581
